Binomial.1.2,pre_domestic_name,k_medoid_herbivore,Order.1.2,Family.1.2,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,guild,Diet.Graminoids,Diet.Browse.Fruit,Diet.Meat_median,Browsing.Grazing.Method,Browsing.Grazing.Source,Browsing.Grazing.Notes,Fermentation.Type,Inferred.Fermentation.Type,Inferred.Fermentation.Efficiency,Fermentation.Type.Method,Fermentation.Type.Source,Fermentation.Type.Notes,Foraging.Aquatic,Foraging.Terrestrial,Foraging.Arboreal,Foraging.Stratum.Source,Foraging.Stratum.Notes,Food.Handling,Food.Handling.Source,Foot.Type,Foot.Type.Coarse,Foot.Type.Notes,Foot.Type.Source,Diet.Seed,Diet.Fruit,Diet.Nectar,Diet.Root,Herd.Size,Herd.Size.Notes,Herd.Size.Source,Digging.Rooting,Digging.Rooting.Methods,Digging.Rooting.Notes,Digging.Rooting.Source,Other.Notes
Diabolotherium_nordenskioldi,NA,yes,Pilosa,Megalonychidae,69200,As relative of suggested similar size,Zoological Journal of the Linnean Society 149: 179-235 (2007),Parocnus_browni,NA,browser,0,3,0,Estimated Expert Genus,"Pujos, F., Gaudin, T. J., de Iuliis, G., & Cartelle, C. (2012). Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths. Journal of Mammalian Evolution, 19(3), 159â€“169. https://doi.org/10.1007/s10914-012-9189-y",ï»¿This is based on width of mandibular symphysis relative to mandibular length. This is an unusual measure so we classify it as expert judgement.,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,1,A peculiar climbing Megalonychidae from the Pleistocene of Peru and its implication for sloth history,Morphology suggests strong adaptations to climbing - either cliffs or trees,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported Species,NA,NA,NA,NA,NA,NA,NA,absent,Morphology,,Pujos et al. 2012,Rock-climber (Pujos et al. 2012)
Megalocnus_rodens,NA,yes,Pilosa,Megalonychidae,149968.5,Reported,Global Ecology and Biogeography 19: 475-484 (2010),NA,NA,browser,0,3,0,Estimated Expert Genus,"Pujos, F., Gaudin, T. J., de Iuliis, G., & Cartelle, C. (2012). Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths. Journal of Mammalian Evolution, 19(3), 159â€“169. https://doi.org/10.1007/s10914-012-9189-y",ï»¿This is based on width of mandibular symphysis relative to mandibular length. This is an unusual measure so we classify it as expert judgement.,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,"Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths",NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported limb morphology genus,NA,NA,NA,NA,NA,NA,NA,absent,Morphology,,Pujos et al. 2012,NA
Megalocnus_zile,NA,yes,Pilosa,Megalonychidae,149968.5,Reported,Global Ecology and Biogeography 19: 475-484 (2010),NA,NA,browser,0,3,0,Estimated Expert Genus,"Pujos, F., Gaudin, T. J., de Iuliis, G., & Cartelle, C. (2012). Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths. Journal of Mammalian Evolution, 19(3), 159â€“169. https://doi.org/10.1007/s10914-012-9189-y",ï»¿This is based on width of mandibular symphysis relative to mandibular length. This is an unusual measure so we classify it as expert judgement.,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,"Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths",NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported limb morphology genus,NA,NA,NA,NA,NA,NA,NA,absent,Morphology,,Pujos et al. 2012,NA
Megalonyx_jeffersonii,NA,yes,Pilosa,Megalonychidae,1090350,Reported,"Davis, M. 2017. What North America‰Û¡Ì_å»s skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",NA,NA,browser,0,3,0,Estimated Isotopes (C13) Species,"France, C. A. M., Zelanko, P. M., Kaufman, A. J., & Holtz, T. R. (2007). Carbon and nitrogen isotopic analysis of Pleistocene mammals from the Saltville Quarry (Virginia, USA): Implications for trophic relationships. Palaeogeography, Palaeoclimatology, Palaeoecology, 249(3â€“4), 271â€“282. https://doi.org/10.1016/J.PALAEO.2007.02.002",NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,Inferring lifestyle and locomotor habits of extinct sloths through scapula morphology and implications for convergent evolution in extant sloths,NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported morphology species,0,0,0,0,NA,NA,NA,absent,Morphology,,Pujos et al. 2012,NA
Neocnus_comes,NA,yes,Pilosa,Megalonychidae,13020,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,browser,0,3,0,Estimated Craniodental Genus,"McAfee, R. K. (2011). Feeding mechanics and dietary implications in the fossil sloth Neocnus (Mammalia: Xenarthra: Megalonychidae) from haiti. Journal of Morphology, 272(10), 1204â€“1216. https://doi.org/10.1002/jmor.10976",Diet assumed very similar to diet of Bradypus spp,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,1,Inferring lifestyle and locomotor habits of extinct sloths through scapula morphology and implications for convergent evolution in extant sloths,NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported morphology species,1,1,0,0,NA,NA,NA,absent,Morphology,,Pujos et al. 2012,NA
Neocnus_dousman,NA,yes,Pilosa,Megalonychidae,10460,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,browser,0,3,0,Estimated Craniodental Genus,"McAfee, R. K. (2011). Feeding mechanics and dietary implications in the fossil sloth Neocnus (Mammalia: Xenarthra: Megalonychidae) from haiti. Journal of Morphology, 272(10), 1204â€“1216. https://doi.org/10.1002/jmor.10976",Diet assumed very similar to diet of Bradypus spp,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,1,"Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths",NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported limb morphology genus,1,1,0,0,NA,NA,NA,absent,Morphology,,Pujos et al. 2012,NA
Parocnus_browni,NA,yes,Pilosa,Megalonychidae,69200,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,browser,0,3,0,Estimated Expert Genus,"Pujos, F., Gaudin, T. J., de Iuliis, G., & Cartelle, C. (2012). Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths. Journal of Mammalian Evolution, 19(3), 159â€“169. https://doi.org/10.1007/s10914-012-",NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,"Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths",NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported limb morphology genus,NA,NA,NA,NA,NA,NA,NA,absent,Morphology,,Pujos et al. 2012,NA
Parocnus_serus,NA,yes,Pilosa,Megalonychidae,53070,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,browser,0,3,0,Estimated Expert Genus,"Pujos, F., Gaudin, T. J., de Iuliis, G., & Cartelle, C. (2012). Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths. Journal of Mammalian Evolution, 19(3), 159â€“169. https://doi.org/10.1007/s10914-012-",NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,1,Inferring lifestyle and locomotor habits of extinct sloths through scapula morphology and implications for convergent evolution in extant sloths,NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported morphology species,NA,NA,NA,NA,NA,NA,NA,absent,Morphology,,Pujos et al. 2012,NA
Eremotherium_laurillardi,NA,yes,Pilosa,Megatheriidae,3961480,Reported,"Davis, M. 2017. What North America‰Û¡Ì_å»s skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",NA,NA,mixed feeder,3,3,0,Estimated Isotopes (C13) Species,"Dantas, M. A. T., Dutra, R. P., Cherkinsky, A., Fortier, D. C., Kamino, L. H. Y., Cozzuol, M. A., â€_ Vieira, F. S. (2013). Paleoecology and radiocarbon dating of the Pleistocene megafauna of the Brazilian Intertropical Region. Quaternary Research, 79(1), 61â€“65. https://doi.org/10.1016/J.YQRES.2012.09.006",NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,"Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths",NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported limb morphology genus,0,2,0,0,NA,NA,NA,absent,Morphology,,Pujos et al. 2012,NA
Megatherium_americanum,NA,yes,Pilosa,Megatheriidae,6265000,Reported,Ecological Archives E084-094 (2003),NA,NA,browser,0,3,0,Estimated Craniodental Species,"Bargo, M. S. (2001). The ground sloth Megatherium americanum: Skull shape, bite forces, and diet. Acta Palaeontologica Polonica, 46(2), 173â€“192.",NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,"Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths",NA,hands,NA,Novel morphology,soft,Walked on sides of feet,Reported limb morphology genus,0,0,2,0,NA,NA,NA,absent,Morphology,,Pujos et al. 2012,NA
Megatherium_tarijense,NA,yes,Pilosa,Megatheriidae,3049954.2,Assumed isometric based on bone size,Journal of Vertebrate Paleontology 29: 1244-1251 (2009),Megatherium_americanum,Journal of Vertebrate Paleontology 29: 1244-1251 (2009),browser,0,3,0,Estimated Expert Genus,"Pujos, F., Gaudin, T. J., de Iuliis, G., & Cartelle, C. (2012). Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths. Journal of Mammalian Evolution, 19(3), 159â€“169. https://doi.org/10.1007/s10914-012-",ï»¿width of mandibular symphysis relative to mandibular length,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,Inferring lifestyle and locomotor habits of extinct sloths through scapula morphology and implications for convergent evolution in extant sloths,NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported morphology species,NA,NA,NA,NA,NA,NA,NA,absent,Morphology,,Pujos et al. 2012,NA
Catonyx_cuvieri,NA,yes,Pilosa,Mylodontidae,158984.9,Assumed isometric based on skull size,Journal of Vertebrate Paleontology 29: 555-566 (2009),Valgipes_deformis,Journal of Vertebrate Paleontology 29:555-566 (2009),browser,0,3,0,Estimated Expert Species,"Pereira, I. C. dos S., Dantas, M. A. T., & Ferreira, R. L. (2013). Record of the giant sloth Valgipes bucklandi (Lund, 1839) (Tardigrada, Scelidotheriinae) in Rio Grande do Norte state, Brazil, with notes on taphonomy and paleoecology. Journal of South American Earth Sciences, 43, 42â€“45. https://doi.org/10.1016/J.JSAMES.2012.11.004",NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,"Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths",NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported limb morphology genus,NA,NA,NA,NA,NA,NA,NA,Digging/burrowing,Morphology,Adaptations to digging ,Pujos et al. 2012,
Glossotherium_robustum,NA,yes,Pilosa,Mylodontidae,1713000,Reported,Ecological Archives E084-094 (2003),NA,NA,grazer,3,0,0,Estimated Isotopes (C13) Species,"Czerwonogora, A., FariÃ±a, R. A., & Tonni, E. P. (2011). Diet and isotopes of Late Pleistocene ground sloths: first results for Lestodon and Glossotherium (Xenarthra, Tardigrada). Neues Jahrbuch FÃ_r Geologie Und PalÃ_ontologie - Abhandlungen, 262(3), 257â€“266. https://doi.org/10.1127/0077-7749/2011/0197",NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,Inferring lifestyle and locomotor habits of extinct sloths through scapula morphology and implications for convergent evolution in extant sloths,NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported morphology species,0,0,0,0,NA,NA,NA,Digging/burrowing,Morphology,,Pujos et al. 2012,NA
Lestodon_armatus,NA,yes,Pilosa,Mylodontidae,3397000,Reported,Ecological Archives E084-094 (2003),NA,NA,grazer,3,0,0,Estimated Isotopes (C13) Species,"Czerwonogora, A., FariÃ±a, R. A., & Tonni, E. P. (2011). Diet and isotopes of Late Pleistocene ground sloths: first results for Lestodon and Glossotherium (Xenarthra, Tardigrada). Neues Jahrbuch FÃ_r Geologie Und PalÃ_ontologie - Abhandlungen, 262(3), 257â€“266. https://doi.org/10.1127/0077-7749/2011/0197",NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,Inferring lifestyle and locomotor habits of extinct sloths through scapula morphology and implications for convergent evolution in extant sloths,NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported morphology species,0,0,0,0,NA,NA,NA,Digging/burrowing,Morphology,"Best candidate for the large, extensive burrows of Brazil due to its size and digging ability",Pujos et al. 2012,
Mylodon_darwinii,NA,yes,Pilosa,Mylodontidae,1392470,Reported,Bulletin of the Florida Museum of Natural History 45: 313-333 (2005),NA,NA,grazer,3,1,0,Reported Observed Species,"Moore, D. M. (n.d.). Post-glacial vegetation in the South Patagonian territory of the giant ground sloth, My lodon, 77, 1â€“7. Retrieved from http://onlinelibrary.wiley.com/store/10.1111/j.1095-8339.1978.tb01398.x/asset/j.1095-8339.1978.tb01398.x.pdf?v=1&t=jdlgfm7i&s=e8fa17115801924b2083138ce00c5f53b0d046d1",Estimate based on Coprolites,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,"Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths",NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported limb morphology genus,0,0,0,0,NA,NA,NA,Digging/burrowing,Morphology,,Pujos et al. 2012,NA
Paramylodon_harlani,NA,yes,Pilosa,Mylodontidae,1392470,Reported,"Davis, M. 2017. What North America‰Û¡Ì_å»s skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",NA,NA,mixed feeder,3,2,0,Estimated Isotopes (C13) Species,"Ruez, D. R. (2005). DIET OF PLEISTOCENE PARAMYLODON HARLANI (XENARTHRA: MYLODONTIDAE): REVIEW OF METHODS AND PRELIMINARY USE OF CARBON ISOTOPES. TEXAS J. SCI, 57(4), 329â€“344. Retrieved from https://s3.amazonaws.com/academia.edu.documents/44807987/Diet_of_Pleistocene_Paramylodon_harlani_20160416-28513-x2fx7r.pdf?AWSAccessKeyId=AKIAIWOWYYGZ2Y53UL3A&Expires=1518521236&Signature=Mg%2FOEUxeAzSioVVVS3uPzakxocs%3D&response-content-disposition=inline%3B filename%3DDiet_of_Pleistocene_Paramylodon_harlani.pdf",,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,Inferring lifestyle and locomotor habits of extinct sloths through scapula morphology and implications for convergent evolution in extant sloths,NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported morphology species,0,0,0,0,NA,NA,NA,Digging/burrowing,Morphology,,Pujos et al. 2012,NA
Scelidodon_chiliensis,NA,yes,Pilosa,Mylodontidae,1746642.6,Assumed isometric based on bone size,MastozoologÌÎ_a Neotropical 5 :87-108 (1998),Scelidotherium_leptocephalum,MastozoologÌÎ_a Neotropical 5 :87-108 (1998),mixed feeder,2,3,0,Estimated Isotopes (C13+018) Species,"Domingo, L., Prado, J. L., & Alberdi, M. T. (2012). The effect of paleoecology and paleobiogeography on stable isotopes of Quaternary mammals from South America. Quaternary Science Reviews, 55, 103-113. https://doi.org/10.1016/J.QUASCIREV.2012.08.017; de Melo Franca et al. 2015. Review of feeding ecology data of Late Pleistocene mammalian herbivores from South America and discussions on niche differentiation. Earth-Science Reviews 140: 158-165",,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,Inferred from close relatives,NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported morphology family,NA,NA,NA,NA,NA,NA,NA,Digging/burrowing,Inferred from sister genus Valgipes,,,NA
Scelidotherium_leptocephalum,NA,yes,Pilosa,Mylodontidae,1119000,Reported,Ecological Archives E084-094 (2003),NA,NA,mixed feeder,3,3,0,Estimated Dental wear (mesowear) Species,"Saarinen, J., & Karme, A. (2017). Tooth wear and diets of extant and fossil xenarthrans (Mammalia, Xenarthra) â€“ Applying a new mesowear approach. Palaeogeography, Palaeoclimatology, Palaeoecology, 476, 42â€“54. https://doi.org/10.1016/j.palaeo.2017.03.027",,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,Inferring lifestyle and locomotor habits of extinct sloths through scapula morphology and implications for convergent evolution in extant sloths,NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported morphology species,NA,NA,NA,NA,NA,NA,NA,Digging/burrowing,Morphology,,Pujos et al. 2012,NA
Valgipes_bucklandi,NA,yes,Pilosa,Mylodontidae,2.00E+05,Reported,Ecological Archives E084-094 (2003),NA,NA,browser,0,3,0,Estimated Isotopes (C13) Species,"Pereira, I. C. dos S., Dantas, M. A. T., & Ferreira, R. L. (2013). Record of the giant sloth Valgipes bucklandi (Lund, 1839) (Tardigrada, Scelidotheriinae) in Rio Grande do Norte state, Brazil, with notes on taphonomy and paleoecology. Journal of South American Earth Sciences, 43, 42â€“45. https://doi.org/10.1016/J.JSAMES.2012.11.004",,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,Inferred from close relatives,NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported morphology family,NA,2,NA,2,NA,NA,NA,Digging/burrowing/rooting,Morphology,,Pereira et al. 2013,NA
Nothrotheriops_shastensis,NA,yes,Pilosa,Nothrotheridae,462590,Reported,"Davis, M. 2017. What North America‰Û¡Ì_å»s skeleton crew of megafauna tells us about community disassembly. Proceedings of the Royal Socieity B 284:20162116.",NA,NA,browser,0,3,0,Reported Observed Species,"Hansen, R. M. (1978). Shasta ground sloth food habits, Rampart Cave, Arizona. Hansen Source: Paleobiology Paleobiology, 4(43), 302â€“319. Retrieved from http://www.jstor.org/stable/2400207",Estimate based on Coprolites,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,Inferring lifestyle and locomotor habits of extinct sloths through scapula morphology and implications for convergent evolution in extant sloths,NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported morphology species,2,2,0,0,NA,NA,NA,absent,Adaptations absent,,Pujos et al. 2012,NA
Nothrotherium_maquinense,NA,yes,Pilosa,Nothrotheridae,150000,Reported,Ecological Archives E084-094 (2003),NA,NA,browser,0,3,0,Estimated Dental wear (mesowear) Species,"Saarinen, J., & Karme, A. (2017). Tooth wear and diets of extant and fossil xenarthrans (Mammalia, Xenarthra) â€“ Applying a new mesowear approach. Palaeogeography, Palaeoclimatology, Palaeoecology, 476, 42â€“54. https://doi.org/10.1016/j.palaeo.2017.03.027",,Foregut Non_ruminating,Foregut Non_ruminating,2,Expert Suborder (Sloths),Mammoths and mylodonts: Exotic species from two different continents in North American Pleistocene faunas,NA,0,1,0,"Recent Advances on Variability, Morpho-Functional Adaptations, Dental Terminology, and Evolution of Sloths",NA,NA,NA,Novel morphology,soft,Walked on sides of feet,Reported limb morphology genus,NA,NA,NA,NA,NA,NA,NA,absent,Adaptations absent,,Pujos et al. 2012,NA
Archaeolemur_edwardsi,NA,yes,Primates,Archaeolemuridae,26500,Reported,"Werdelin L & Sanders WJ (eds) Cenozoic Mammals of Africa (2010). Subfossil Lemurs of Madagascar Godfrey LR, Jungers WL, Burney DA",NA,NA,omnivore,0,3,2,Estimated Observed + Dental wear (microwear) Species,"Godfrey, L. R., Semprebon, G. M., Jungers, W. L., Sutherland, M. R., Simons, E. L., Solounias, N., & Solouniase, N. (2004). Dental use wear in extinct lemurs: evidence of diet and niche differentiation. Journal of Human Evolution, 47(3), 145â€“169. https://doi.org/10.1016/j.jhevol.2004.06.003; ï»¿Vasey, N., Burney, D. A., Godfrey, L. R., Vasey, N., Burney, D. A., & Godfrey, L. R. (2013). Coprolites Associated with Archaeolemur Remains in North-Western Madagascar Suggest Dietary Diversity and Cave Use in a Subfossil Prosimian. In Leaping Ahead: Advances in Prosimian Biology (pp. 149-156). https://doi.org/10.1007/978-1-4614-4511-1_17","Hard-object specialists. bone collagen carbon: â€_Ã Ã_27.5; scat contained plant fiber, frog and bat bones, and gastropod shells",Hindgut Colon,Hindgut Colon,1,Reported Sister Families,"Campbell, J.L., et al. 2000. Description of the Gastrointestinal Tract of Five Lemur Species: Propithecus tattersalli, Propithecus verreauxicoquereli, Varecia variegata, Hapalemur griseus, and Lemur catta. American Journal of Primatology 52:133-142.","Foregut fermentation is very rare in Primates (only colobin monkeys), so presume hindgut - and because they are large they are almost certainly colon",0,1,0,Jungers et al. 2005,Probably not arboreal,Mouth,Hands lacked dexterity: Jungers et al. 2005,Plantigrade,soft,,Reported morphology family,NA,2,NA,NA,NA,NA,NA,,,,,NA
Archaeolemur_majori,NA,yes,Primates,Archaeolemuridae,18000,Reported,"Werdelin L & Sanders WJ (eds) Cenozoic Mammals of Africa (2010). Subfossil Lemurs of Madagascar Godfrey LR, Jungers WL, Burney DA",NA,NA,omnivore,0,3,2,Estimated Dental wear (microwear) Species,"Godfrey, L. R., Semprebon, G. M., Jungers, W. L., Sutherland, M. R., Simons, E. L., Solounias, N., & Solouniase, N. (2004). Dental use wear in extinct lemurs: evidence of diet and niche differentiation. Journal of Human Evolution, 47(3), 145â€“169. https://doi.org/10.1016/j.jhevol.2004.06.003",Hard-object specialists. bone collagen carbon isotope values -19.9 - .18.3; microwear suggests fruits,Hindgut Colon,Hindgut Colon,1,Reported Sister Families,"Campbell, J.L., et al. 2000. Description of the Gastrointestinal Tract of Five Lemur Species: Propithecus tattersalli, Propithecus verreauxicoquereli, Varecia variegata, Hapalemur griseus, and Lemur catta. American Journal of Primatology 52:133-142.","Foregut fermentation is very rare in Primates (only colobin monkeys), so presume hindgut - and because they are large they are almost certainly colon",0,1,0,Jungers et al. 2005,Probably not arboreal,Mouth,Hands lacked dexterity: Jungers et al. 2005,Plantigrade,soft,,Reported morphology family,NA,2,NA,NA,NA,NA,NA,,,,,NA
Hadropithecus_stenognathus,NA,yes,Primates,Archaeolemuridae,35000,Reported,"Werdelin L & Sanders WJ (eds) Cenozoic Mammals of Africa (2010). Subfossil Lemurs of Madagascar Godfrey LR, Jungers WL, Burney DA",NA,NA,mixed feeder,2,3,0,Estimated Isotopes (C13) + Dental wear (microwear) Species,"Godfrey, L. R., Semprebon, G. M., Jungers, W. L., Sutherland, M. R., Simons, E. L., Solounias, N., & Solouniase, N. (2004). Dental use wear in extinct lemurs: evidence of diet and niche differentiation. Journal of Human Evolution, 47(3), 145â€“169. https://doi.org/10.1016/j.jhevol.2004.06.003; Bond, W. J., Silander Jr, J. A., Ranaivonasy, J., & Ratsirarson, J. (2008). The antiquity of Madagascarâ€™s grasslands and the rise of C4 grassy biomes. Journal of Biogeography, 35(10), 1743â€“1758. https://doi.org/10.1111/j.1365-2699.2008.01923.x",,Hindgut Colon,Hindgut Colon,1,Reported Sister Families,"Campbell, J.L., et al. 2000. Description of the Gastrointestinal Tract of Five Lemur Species: Propithecus tattersalli, Propithecus verreauxicoquereli, Varecia variegata, Hapalemur griseus, and Lemur catta. American Journal of Primatology 52:133-142.","Foregut fermentation is very rare in Primates (only colobin monkeys), so presume hindgut - and because they are large they are almost certainly colon",0,1,0,Jungers et al. 2005,Probably not arboreal,NA,NA,Plantigrade,soft,,Reported morphology family,2,2,NA,NA,NA,NA,NA,,,,,NA
Brachyteles_arachnoides,NA,yes,Primates,Atelidae,13499.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,14,NA,Hindgut Colon,Hindgut Colon,1,Reported Family,"3,100",NA,0,0,1,14,NA,NA,NA,Plantigrade,soft,,Kubo et al. 2019,0,3,0,0,Gregarious,NA,14,,,,,NA
Caipora_bambuiorum,NA,yes,Primates,Atelidae,20500,Reported,Ecological Archives E084-094 (2003),NA,NA,browser,0,3,1,Estimated Craniodental Species,"Cooke, S. B. (2011). Paleodiet of Extinct Platyrrhines With Emphasis on the Caribbean Forms: Three-Dimensional Geometric Morphometrics of Mandibular Second Molars. The Anatomical Record: Advances in Integrative Anatomy and Evolutionary Biology, 294(12), 2073â€“2091. https://doi.org/10.1002/ar.21502",,Hindgut Colon,Hindgut Colon,1,Reported Family,extrapolated based on extant relatives,NA,0,0,1,"Cartelle, C., Hartwig, W. C. 1996. A new extinct primate among the Pleistocene megafauna of Bahia, Brazil. Proc. Natl. Acad. Sci. USA 93: 6405-6409",NA,NA,NA,Plantigrade,soft,,Reported morphology family,NA,3,NA,NA,NA,NA,NA,,,,,NA
Protopithecus_brasiliensis,NA,yes,Primates,Atelidae,24850,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,browser,0,3,1,Estimated Expert Species,"Halenar, L. B. (2012). Paleobiology of Protopithecus brasiliensis, a Plus-Size Pleistocene Platyrrhine from Brazil by Lauren B . Halenar A dissertation submitted to the Graduate Faculty in Anthropology in partial fulfillment of the requirements for the degree of Doctor of Phil.",,Hindgut Colon,Hindgut Colon,1,Reported Family,extrapolated based on extant relatives,NA,0,1,1,"Halenar, L.B. 2011. Reconstructing the locomotor repetoire of Protopithecus brasiliensis. II. Forelimb Morphology. The Anatomical Record 294: 2048-2063",NA,NA,NA,Plantigrade,soft,,Reported morphology family,NA,NA,NA,NA,NA,NA,NA,,,,,NA
